"gid","trial","rep","block","grain.yield"
7310275,"EYTBWB5IR_15",1,4,7.74107149
7310279,"EYTBWB5IR_15",1,4,7.95982152
7310280,"EYTBWB5IR_15",1,4,7.88392955
7398700,"EYTBWB5IR_01",2,5,7.11160759
7310282,"EYTBWB5IR_15",1,4,7.54464358
7310283,"EYTBWB5IR_15",1,5,7.46875061
7310284,"EYTBWB5IR_15",1,5,7.14285764
7310290,"EYTBWB5IR_15",1,5,7.38839367
7310306,"EYTBWB5IR_15",1,5,7.2678577
7310307,"EYTBWB5IR_15",1,5,7.56696473
7396133,"EYTBWB5IR_15",1,6,7.56250076
7396135,"EYTBWB5IR_15",1,6,7.59821479
7396136,"EYTBWB5IR_15",1,6,7.14732182
7396139,"EYTBWB5IR_15",1,6,6.72321485
7312452,"EYTBWB5IR_01",2,5,6.75892974
7396142,"EYTBWB5IR_15",1,6,6.69642988
7396135,"EYTBWB5IR_15",2,1,7.5312508
7396083,"EYTBWB5IR_15",2,1,6.93750029
4755014,"EYTBWB5IR_15",2,1,7.5000005
7396125,"EYTBWB5IR_15",2,1,7.46875044
7396103,"EYTBWB5IR_15",2,1,7.35714335
7310275,"EYTBWB5IR_15",2,2,6.9553575
7310290,"EYTBWB5IR_15",2,2,7.19642968
7396029,"EYTBWB5IR_15",2,2,6.34821417
7396136,"EYTBWB5IR_15",2,2,5.04687583
7312312,"EYTBWB5IR_01",2,5,6.9017868
7310216,"EYTBWB5IR_15",2,2,7.55357114
7396104,"EYTBWB5IR_15",2,3,7.31250038
7310251,"EYTBWB5IR_15",2,3,7.33482141
7310283,"EYTBWB5IR_15",2,3,7.64285762
7396126,"EYTBWB5IR_15",2,3,6.97321447
7396133,"EYTBWB5IR_15",2,3,7.81250077
7395976,"EYTBWB5IR_15",2,4,7.93750011
7310280,"EYTBWB5IR_15",2,4,8.30357156
6176013,"EYTBWB5IR_15",2,4,7.9598212
7396039,"EYTBWB5IR_15",2,4,NA
7312360,"EYTBWB5IR_01",2,5,8.21428626
7396139,"EYTBWB5IR_15",2,4,7.26339386
7310284,"EYTBWB5IR_15",2,5,7.81696465
7310282,"EYTBWB5IR_15",2,5,6.89285759
7310307,"EYTBWB5IR_15",2,5,7.14732174
7395971,"EYTBWB5IR_15",2,5,7.1026798
7396072,"EYTBWB5IR_15",2,5,7.29910726
7396102,"EYTBWB5IR_15",2,6,7.64732132
7396142,"EYTBWB5IR_15",2,6,7.11160789
7396051,"EYTBWB5IR_15",2,6,6.75892923
7310306,"EYTBWB5IR_15",2,6,7.00446471
7312378,"EYTBWB5IR_01",2,6,7.39732132
7310279,"EYTBWB5IR_15",2,6,7.66071453
7310251,"EYTBWB5IR_15",3,1,7.40625042
7396039,"EYTBWB5IR_15",3,1,7.86607121
7396104,"EYTBWB5IR_15",3,1,7.08035739
4755014,"EYTBWB5IR_15",3,1,7.6071436
7310282,"EYTBWB5IR_15",3,1,7.4598216
7396051,"EYTBWB5IR_15",3,2,7.32589324
7310275,"EYTBWB5IR_15",3,2,7.32589351
7310283,"EYTBWB5IR_15",3,2,6.93750063
7395976,"EYTBWB5IR_15",3,2,7.12053612
7398759,"EYTBWB5IR_01",2,6,6.64285789
7396125,"EYTBWB5IR_15",3,2,7.06250045
7310306,"EYTBWB5IR_15",3,3,7.21875072
7396136,"EYTBWB5IR_15",3,3,7.27678684
7396142,"EYTBWB5IR_15",3,3,7.2812509
7310307,"EYTBWB5IR_15",3,3,7.63392975
7310279,"EYTBWB5IR_15",3,3,7.78571454
7310290,"EYTBWB5IR_15",3,4,7.67857169
7396103,"EYTBWB5IR_15",3,4,7.98660736
7310280,"EYTBWB5IR_15",3,4,7.73660757
7396133,"EYTBWB5IR_15",3,4,7.60267978
7398640,"EYTBWB5IR_01",2,6,6.86607123
7395971,"EYTBWB5IR_15",3,4,7.0312509
7396072,"EYTBWB5IR_15",3,5,7.42410727
7310216,"EYTBWB5IR_15",3,5,7.40625015
7396126,"EYTBWB5IR_15",3,5,6.52901848
7396135,"EYTBWB5IR_15",3,5,7.30803681
7396083,"EYTBWB5IR_15",3,5,6.6785713
6176013,"EYTBWB5IR_15",3,6,7.8125003
7310284,"EYTBWB5IR_15",3,6,7.58035766
7396139,"EYTBWB5IR_15",3,6,7.52232187
7396102,"EYTBWB5IR_15",3,6,7.72321433
7312451,"EYTBWB5IR_01",2,6,7.04464371
7396029,"EYTBWB5IR_15",3,6,7.46875018
7312410,"EYTBWB5IR_01",2,6,7.02232153
6176013,"EYTBWB5IR_16",1,1,7.9017861
4755014,"EYTBWB5IR_16",1,1,7.0401794
7396143,"EYTBWB5IR_16",1,1,7.1428577
7396151,"EYTBWB5IR_16",1,1,6.5357141
7396153,"EYTBWB5IR_16",1,1,6.54017913
7396155,"EYTBWB5IR_16",1,2,6.28571416
7396161,"EYTBWB5IR_16",1,2,7.87500019
7396167,"EYTBWB5IR_16",1,2,6.86160722
7396170,"EYTBWB5IR_16",1,2,6.41964325
7312388,"EYTBWB5IR_01",3,1,6.96875042
7396171,"EYTBWB5IR_16",1,2,6.63616128
7396172,"EYTBWB5IR_16",1,3,6.91071431
7396173,"EYTBWB5IR_16",1,3,6.42633934
7396174,"EYTBWB5IR_16",1,3,7.12946437
7396176,"EYTBWB5IR_16",1,3,7.1160714
7396184,"EYTBWB5IR_16",1,3,7.59821443
7396194,"EYTBWB5IR_16",1,4,6.92410746
7396195,"EYTBWB5IR_16",1,4,7.54017949
7396196,"EYTBWB5IR_16",1,4,7.46428652
7396203,"EYTBWB5IR_16",1,4,7.38839355
7398603,"EYTBWB5IR_01",3,1,6.82142921
7396204,"EYTBWB5IR_16",1,4,7.19196458
7396207,"EYTBWB5IR_16",1,5,7.00892961
7396208,"EYTBWB5IR_16",1,5,6.94196464
7396209,"EYTBWB5IR_16",1,5,7.54464367
7396227,"EYTBWB5IR_16",1,5,7.0937507
7396228,"EYTBWB5IR_16",1,5,7.49553673
7396232,"EYTBWB5IR_16",1,6,7.06696476
7396235,"EYTBWB5IR_16",1,6,6.99107179
7396236,"EYTBWB5IR_16",1,6,7.31250082
7396237,"EYTBWB5IR_16",1,6,7.52232185
7312386,"EYTBWB5IR_01",3,1,7.30357139
7396241,"EYTBWB5IR_16",1,6,7.32142988
7396235,"EYTBWB5IR_16",2,1,7.1026798
7396171,"EYTBWB5IR_16",2,1,7.20982129
4755014,"EYTBWB5IR_16",2,1,7.2946435
7396184,"EYTBWB5IR_16",2,1,7.46875044
7396173,"EYTBWB5IR_16",2,1,7.04910735
7396195,"EYTBWB5IR_16",2,2,7.5982145
7396209,"EYTBWB5IR_16",2,2,7.52232168
7396155,"EYTBWB5IR_16",2,2,6.40178617
7396236,"EYTBWB5IR_16",2,2,7.63839383
4755014,"EYTBWB5IR_01",3,1,7.0401796
7396153,"EYTBWB5IR_16",2,2,6.83482114
7396174,"EYTBWB5IR_16",2,3,6.76785738
7396176,"EYTBWB5IR_16",2,3,6.07142941
7396207,"EYTBWB5IR_16",2,3,7.32589362
7396194,"EYTBWB5IR_16",2,3,6.72321447
7396232,"EYTBWB5IR_16",2,3,7.60714377
7396151,"EYTBWB5IR_16",2,4,6.98214311
7396203,"EYTBWB5IR_16",2,4,7.20982156
6176013,"EYTBWB5IR_16",2,4,7.4062502
7396161,"EYTBWB5IR_16",2,4,7.5580362
7398700,"EYTBWB5IR_01",3,1,6.8437506
7396237,"EYTBWB5IR_16",2,4,7.08035786
7396208,"EYTBWB5IR_16",2,5,6.44419665
7396204,"EYTBWB5IR_16",2,5,6.60044659
7396228,"EYTBWB5IR_16",2,5,6.73214374
7396143,"EYTBWB5IR_16",2,5,6.6450898
7396170,"EYTBWB5IR_16",2,5,6.63169626
7396172,"EYTBWB5IR_16",2,6,6.50892932
7396241,"EYTBWB5IR_16",2,6,6.91964389
7396167,"EYTBWB5IR_16",2,6,6.37053623
7396227,"EYTBWB5IR_16",2,6,6.60044671
7398640,"EYTBWB5IR_01",3,2,6.74107124
7396196,"EYTBWB5IR_16",2,6,7.33482153
7396176,"EYTBWB5IR_16",3,1,6.20758942
7396161,"EYTBWB5IR_16",3,1,7.54910721
7396174,"EYTBWB5IR_16",3,1,6.07142939
4755014,"EYTBWB5IR_16",3,1,6.8437506
7396204,"EYTBWB5IR_16",3,1,6.4977686
7396167,"EYTBWB5IR_16",3,2,6.56473224
7396195,"EYTBWB5IR_16",3,2,7.11607151
7396207,"EYTBWB5IR_16",3,2,7.09375063
7396151,"EYTBWB5IR_16",3,2,6.69196412
7312402,"EYTBWB5IR_01",3,2,7.11607151
7396184,"EYTBWB5IR_16",3,2,7.06250045
7396227,"EYTBWB5IR_16",3,3,6.94642972
7396236,"EYTBWB5IR_16",3,3,6.78125084
7396241,"EYTBWB5IR_16",3,3,7.0312509
7396228,"EYTBWB5IR_16",3,3,7.37946475
7396196,"EYTBWB5IR_16",3,3,7.66964354
7396209,"EYTBWB5IR_16",3,4,7.70535769
7396173,"EYTBWB5IR_16",3,4,6.72767936
7396203,"EYTBWB5IR_16",3,4,7.71428657
7396232,"EYTBWB5IR_16",3,4,7.15178678
7398701,"EYTBWB5IR_01",3,2,6.76339363
7396143,"EYTBWB5IR_16",3,4,7.0982149
7396170,"EYTBWB5IR_16",3,5,6.54464327
7396153,"EYTBWB5IR_16",3,5,6.89285715
7396194,"EYTBWB5IR_16",3,5,6.12276848
7396235,"EYTBWB5IR_16",3,5,7.37946481
7396171,"EYTBWB5IR_16",3,5,6.5535713
6176013,"EYTBWB5IR_16",3,6,7.4375003
7396208,"EYTBWB5IR_16",3,6,6.30133966
7396237,"EYTBWB5IR_16",3,6,7.24553687
7396172,"EYTBWB5IR_16",3,6,6.47767933
7312313,"EYTBWB5IR_01",3,2,7.55803612
7396155,"EYTBWB5IR_16",3,6,6.74107118
7312394,"EYTBWB5IR_01",3,2,7.06250045
6176013,"EYTBWB5IR_17",1,1,8.1294641
4755014,"EYTBWB5IR_17",1,1,7.4285714
7396243,"EYTBWB5IR_17",1,1,7.0178577
7396244,"EYTBWB5IR_17",1,1,6.6160711
7396248,"EYTBWB5IR_17",1,1,7.74107113
7396251,"EYTBWB5IR_17",1,2,6.82589316
7396257,"EYTBWB5IR_17",1,2,6.38392919
7396274,"EYTBWB5IR_17",1,2,6.68303622
7396283,"EYTBWB5IR_17",1,2,7.00892925
7312451,"EYTBWB5IR_01",3,3,6.64732172
7396297,"EYTBWB5IR_17",1,2,7.07142928
7396307,"EYTBWB5IR_17",1,3,6.97321431
7396325,"EYTBWB5IR_17",1,3,7.22767934
7396327,"EYTBWB5IR_17",1,3,8.17410737
7396338,"EYTBWB5IR_17",1,3,6.9598214
7396355,"EYTBWB5IR_17",1,3,7.54464343
7396370,"EYTBWB5IR_17",1,4,6.81250046
7396375,"EYTBWB5IR_17",1,4,6.96875049
7396416,"EYTBWB5IR_17",1,4,7.26339352
7310407,"EYTBWB5IR_17",1,4,6.67187555
7312456,"EYTBWB5IR_01",3,3,6.84821484
7310414,"EYTBWB5IR_17",1,4,6.79910758
7310415,"EYTBWB5IR_17",1,5,7.10714361
7310423,"EYTBWB5IR_17",1,5,7.17410764
7310428,"EYTBWB5IR_17",1,5,7.28571467
7310430,"EYTBWB5IR_17",1,5,7.5669647
7396461,"EYTBWB5IR_17",1,5,6.95089373
7396477,"EYTBWB5IR_17",1,6,6.81250076
7396478,"EYTBWB5IR_17",1,6,6.88392979
7396482,"EYTBWB5IR_17",1,6,6.68080482
7396535,"EYTBWB5IR_17",1,6,7.30357185
7398759,"EYTBWB5IR_01",3,3,6.9285719
7396538,"EYTBWB5IR_17",1,6,7.90625088
7396478,"EYTBWB5IR_17",2,1,7.1785718
7396297,"EYTBWB5IR_17",2,1,7.01785729
4755014,"EYTBWB5IR_17",2,1,7.2410715
7396355,"EYTBWB5IR_17",2,1,7.38839344
7396325,"EYTBWB5IR_17",2,1,7.51339335
7396375,"EYTBWB5IR_17",2,2,7.0758935
7310428,"EYTBWB5IR_17",2,2,6.67410768
7396251,"EYTBWB5IR_17",2,2,6.85714317
7396482,"EYTBWB5IR_17",2,2,6.52008983
7312452,"EYTBWB5IR_01",3,3,6.86607175
7396248,"EYTBWB5IR_17",2,2,7.33928614
7396327,"EYTBWB5IR_17",2,3,7.30803638
7396338,"EYTBWB5IR_17",2,3,6.61607141
7310415,"EYTBWB5IR_17",2,3,7.12500062
7396370,"EYTBWB5IR_17",2,3,6.95535747
7396477,"EYTBWB5IR_17",2,3,6.84821477
7396244,"EYTBWB5IR_17",2,4,7.03571411
7310407,"EYTBWB5IR_17",2,4,6.64955456
6176013,"EYTBWB5IR_17",2,4,8.1116072
7396257,"EYTBWB5IR_17",2,4,6.3459822
7312410,"EYTBWB5IR_01",3,3,7.30357154
7396535,"EYTBWB5IR_17",2,4,7.35267986
7310423,"EYTBWB5IR_17",2,5,7.28571465
7310414,"EYTBWB5IR_17",2,5,7.30357159
7396461,"EYTBWB5IR_17",2,5,7.29464374
7396243,"EYTBWB5IR_17",2,5,7.1383938
7396283,"EYTBWB5IR_17",2,5,6.23883926
7396307,"EYTBWB5IR_17",2,6,7.13392932
7396538,"EYTBWB5IR_17",2,6,7.40625089
7396274,"EYTBWB5IR_17",2,6,6.52232123
7310430,"EYTBWB5IR_17",2,6,7.21875071
7312439,"EYTBWB5IR_01",3,4,6.72321469
7396416,"EYTBWB5IR_17",2,6,7.04464353
7396338,"EYTBWB5IR_17",3,1,6.68750042
7396257,"EYTBWB5IR_17",3,1,6.20982121
7396327,"EYTBWB5IR_17",3,1,7.11607139
4755014,"EYTBWB5IR_17",3,1,6.6004466
7310414,"EYTBWB5IR_17",3,1,6.8750006
7396274,"EYTBWB5IR_17",3,2,6.51785724
7396375,"EYTBWB5IR_17",3,2,6.70535751
7310415,"EYTBWB5IR_17",3,2,6.96428663
7396244,"EYTBWB5IR_17",3,2,6.62723212
7398685,"EYTBWB5IR_01",3,4,7.19642936
7396355,"EYTBWB5IR_17",3,2,6.67187545
7310430,"EYTBWB5IR_17",3,3,NA
7396482,"EYTBWB5IR_17",3,3,6.76339384
7396538,"EYTBWB5IR_17",3,3,7.3035719
7396461,"EYTBWB5IR_17",3,3,6.96875075
7396416,"EYTBWB5IR_17",3,3,7.16517954
7310428,"EYTBWB5IR_17",3,4,7.11607169
7396325,"EYTBWB5IR_17",3,4,7.13392936
7310407,"EYTBWB5IR_17",3,4,7.35714357
7396477,"EYTBWB5IR_17",3,4,6.68973278
7312413,"EYTBWB5IR_01",3,4,6.90625057
7396243,"EYTBWB5IR_17",3,4,6.6897329
7396283,"EYTBWB5IR_17",3,5,6.51339327
7396248,"EYTBWB5IR_17",3,5,7.51339315
7396370,"EYTBWB5IR_17",3,5,6.97767948
7396478,"EYTBWB5IR_17",3,5,6.43303681
7396297,"EYTBWB5IR_17",3,5,6.8348213
6176013,"EYTBWB5IR_17",3,6,7.0000003
7310423,"EYTBWB5IR_17",3,6,6.70089366
7396535,"EYTBWB5IR_17",3,6,6.71428687
7396307,"EYTBWB5IR_17",3,6,6.46205433
7312454,"EYTBWB5IR_01",3,4,7.30357178
7396251,"EYTBWB5IR_17",3,6,6.83928618
7312312,"EYTBWB5IR_01",3,4,6.6183049
6176013,"EYTBWB5IR_18",1,1,7.5000001
4755014,"EYTBWB5IR_18",1,1,7.0401794
7396540,"EYTBWB5IR_18",1,1,7.0535717
7396549,"EYTBWB5IR_18",1,1,5.6852681
7396550,"EYTBWB5IR_18",1,1,7.56696413
7396555,"EYTBWB5IR_18",1,2,6.75446416
7396560,"EYTBWB5IR_18",1,2,6.70089319
7396566,"EYTBWB5IR_18",1,2,6.97767922
7396624,"EYTBWB5IR_18",1,2,6.87500025
7312360,"EYTBWB5IR_01",3,5,7.56696427
7396638,"EYTBWB5IR_18",1,2,7.01339328
7396639,"EYTBWB5IR_18",1,3,NA
7396649,"EYTBWB5IR_18",1,3,7.29910734
7396657,"EYTBWB5IR_18",1,3,7.15178637
7310511,"EYTBWB5IR_18",1,3,7.3660714
7310597,"EYTBWB5IR_18",1,3,6.52678643
7310601,"EYTBWB5IR_18",1,4,7.34821446
7310605,"EYTBWB5IR_18",1,4,7.19196449
7310606,"EYTBWB5IR_18",1,4,7.27232152
7310612,"EYTBWB5IR_18",1,4,6.64285755
7312319,"EYTBWB5IR_01",3,5,7.17857115
7310617,"EYTBWB5IR_18",1,4,7.04464358
7310628,"EYTBWB5IR_18",1,5,7.06696461
7310629,"EYTBWB5IR_18",1,5,6.66964364
7310635,"EYTBWB5IR_18",1,5,6.95982167
7396709,"EYTBWB5IR_18",1,5,7.2098217
7396710,"EYTBWB5IR_18",1,5,6.85714373
7310669,"EYTBWB5IR_18",1,6,6.85714376
7310700,"EYTBWB5IR_18",1,6,6.55357179
7310704,"EYTBWB5IR_18",1,6,6.89285782
7310720,"EYTBWB5IR_18",1,6,6.85714385
7312398,"EYTBWB5IR_01",3,5,7.23660748
7310723,"EYTBWB5IR_18",1,6,6.94642988
7310700,"EYTBWB5IR_18",2,1,6.9375008
7396638,"EYTBWB5IR_18",2,1,6.50223229
4755014,"EYTBWB5IR_18",2,1,6.6049115
7310597,"EYTBWB5IR_18",2,1,5.75446444
7396649,"EYTBWB5IR_18",2,1,7.04464335
7310605,"EYTBWB5IR_18",2,2,6.7946435
7310635,"EYTBWB5IR_18",2,2,6.42410768
7396555,"EYTBWB5IR_18",2,2,6.59598217
7310704,"EYTBWB5IR_18",2,2,7.14732183
7312455,"EYTBWB5IR_01",3,5,6.77232181
7396550,"EYTBWB5IR_18",2,2,6.88839314
7396657,"EYTBWB5IR_18",2,3,6.62053638
7310511,"EYTBWB5IR_18",2,3,7.34821441
7310628,"EYTBWB5IR_18",2,3,7.07142962
7310601,"EYTBWB5IR_18",2,3,7.12053647
7310669,"EYTBWB5IR_18",2,3,4.34598277
7396549,"EYTBWB5IR_18",2,4,6.40625011
7310612,"EYTBWB5IR_18",2,4,6.67633956
6176013,"EYTBWB5IR_18",2,4,8.1160712
7396560,"EYTBWB5IR_18",2,4,7.0446432
7312376,"EYTBWB5IR_01",3,5,7.4776793
7310720,"EYTBWB5IR_18",2,4,6.39508986
7310629,"EYTBWB5IR_18",2,5,6.53348265
7310617,"EYTBWB5IR_18",2,5,6.90625059
7396710,"EYTBWB5IR_18",2,5,7.60714374
7396540,"EYTBWB5IR_18",2,5,6.9017868
7396624,"EYTBWB5IR_18",2,5,6.48437526
7396639,"EYTBWB5IR_18",2,6,7.02232132
7310723,"EYTBWB5IR_18",2,6,6.43750089
7396566,"EYTBWB5IR_18",2,6,6.64508923
7396709,"EYTBWB5IR_18",2,6,7.29910771
6176013,"EYTBWB5IR_01",3,6,7.4776793
7310606,"EYTBWB5IR_18",2,6,6.64285753
7310511,"EYTBWB5IR_18",3,1,7.41964342
7396560,"EYTBWB5IR_18",3,1,6.99553621
7396657,"EYTBWB5IR_18",3,1,6.62053639
4755014,"EYTBWB5IR_18",3,1,6.7991076
7310617,"EYTBWB5IR_18",3,1,6.3950896
7396566,"EYTBWB5IR_18",3,2,6.77232124
7310605,"EYTBWB5IR_18",3,2,6.41294651
7310628,"EYTBWB5IR_18",3,2,6.44866163
7396549,"EYTBWB5IR_18",3,2,6.27232112
7312429,"EYTBWB5IR_01",3,6,7.09821466
7310597,"EYTBWB5IR_18",3,2,6.34375045
7396709,"EYTBWB5IR_18",3,3,7.46428672
7310704,"EYTBWB5IR_18",3,3,6.78125084
7310723,"EYTBWB5IR_18",3,3,7.4776799
7396710,"EYTBWB5IR_18",3,3,7.64732175
7310606,"EYTBWB5IR_18",3,3,7.10714354
7310635,"EYTBWB5IR_18",3,4,6.71428669
7396649,"EYTBWB5IR_18",3,4,7.00892936
7310612,"EYTBWB5IR_18",3,4,6.71428657
7310669,"EYTBWB5IR_18",3,4,6.61830478
7398758,"EYTBWB5IR_01",3,6,6.78571487
7396540,"EYTBWB5IR_18",3,4,6.8035719
7396624,"EYTBWB5IR_18",3,5,6.24553627
7396550,"EYTBWB5IR_18",3,5,6.80803615
7310601,"EYTBWB5IR_18",3,5,6.78571448
7310700,"EYTBWB5IR_18",3,5,6.39732181
7396638,"EYTBWB5IR_18",3,5,NA
6176013,"EYTBWB5IR_18",3,6,6.8214293
7310629,"EYTBWB5IR_18",3,6,6.04464366
7310720,"EYTBWB5IR_18",3,6,6.91964387
7396639,"EYTBWB5IR_18",3,6,NA
7312378,"EYTBWB5IR_01",3,6,7.37500033
7396555,"EYTBWB5IR_18",3,6,6.64955418
7398595,"EYTBWB5IR_01",3,6,6.43526818
6176013,"EYTBWB5IR_19",1,1,7.9017861
4755014,"EYTBWB5IR_19",1,1,6.7098214
7396738,"EYTBWB5IR_19",1,1,7.2767867
7310745,"EYTBWB5IR_19",1,1,7.1830361
7310770,"EYTBWB5IR_19",1,1,6.98214313
7310771,"EYTBWB5IR_19",1,2,6.83035716
7310774,"EYTBWB5IR_19",1,2,6.52008919
7310775,"EYTBWB5IR_19",1,2,6.75892922
7310785,"EYTBWB5IR_19",1,2,7.16071425
7396745,"EYTBWB5IR_19",1,2,6.64732128
7396747,"EYTBWB5IR_19",1,3,7.11160731
7396762,"EYTBWB5IR_19",1,3,6.60044634
7310788,"EYTBWB5IR_19",1,3,7.26785737
7310789,"EYTBWB5IR_19",1,3,7.2142864
7310794,"EYTBWB5IR_19",1,3,7.93750043
7310795,"EYTBWB5IR_19",1,4,7.65178646
7310797,"EYTBWB5IR_19",1,4,7.12946449
7310799,"EYTBWB5IR_19",1,4,7.04017952
7310804,"EYTBWB5IR_19",1,4,7.09375055
7314450,"EYTBWB5IR_19",1,4,7.57142958
7310806,"EYTBWB5IR_19",1,5,6.93750061
7310807,"EYTBWB5IR_19",1,5,6.95535764
7310808,"EYTBWB5IR_19",1,5,7.26339367
7310835,"EYTBWB5IR_19",1,5,6.8437507
7310856,"EYTBWB5IR_19",1,5,6.83482173
7310862,"EYTBWB5IR_19",1,6,6.91964376
7310872,"EYTBWB5IR_19",1,6,7.24553679
7310893,"EYTBWB5IR_19",1,6,6.65178682
7310894,"EYTBWB5IR_19",1,6,6.28125085
7310902,"EYTBWB5IR_19",1,6,7.24553688
7310872,"EYTBWB5IR_19",2,1,7.1428578
7396745,"EYTBWB5IR_19",2,1,6.45758929
4755014,"EYTBWB5IR_19",2,1,7.1785715
7310794,"EYTBWB5IR_19",2,1,7.70535744
7396762,"EYTBWB5IR_19",2,1,6.28348235
7310797,"EYTBWB5IR_19",2,2,7.4196435
7310808,"EYTBWB5IR_19",2,2,6.96875068
7310771,"EYTBWB5IR_19",2,2,7.02232117
7310893,"EYTBWB5IR_19",2,2,6.88392983
7310770,"EYTBWB5IR_19",2,2,7.05357114
7310788,"EYTBWB5IR_19",2,3,7.17410738
7310789,"EYTBWB5IR_19",2,3,7.58482141
7310806,"EYTBWB5IR_19",2,3,6.86160762
7310795,"EYTBWB5IR_19",2,3,7.48660747
7310862,"EYTBWB5IR_19",2,3,6.29687577
7310745,"EYTBWB5IR_19",2,4,7.00892911
7310804,"EYTBWB5IR_19",2,4,7.61160756
6176013,"EYTBWB5IR_19",2,4,8.1919642
7310774,"EYTBWB5IR_19",2,4,7.4821432
7310894,"EYTBWB5IR_19",2,4,6.69642986
7310807,"EYTBWB5IR_19",2,5,6.89285765
7314450,"EYTBWB5IR_19",2,5,7.12500059
7310856,"EYTBWB5IR_19",2,5,6.63616174
7396738,"EYTBWB5IR_19",2,5,7.3883938
7310785,"EYTBWB5IR_19",2,5,6.86607126
7396747,"EYTBWB5IR_19",2,6,6.92410732
7310902,"EYTBWB5IR_19",2,6,7.01785789
7310775,"EYTBWB5IR_19",2,6,7.42857123
7310835,"EYTBWB5IR_19",2,6,6.89732171
7310799,"EYTBWB5IR_19",2,6,7.08035753
7310789,"EYTBWB5IR_19",3,1,7.16071442
7310774,"EYTBWB5IR_19",3,1,6.74553621
7310788,"EYTBWB5IR_19",3,1,7.39285739
4755014,"EYTBWB5IR_19",3,1,7.0937506
7314450,"EYTBWB5IR_19",3,1,6.9419646
7310775,"EYTBWB5IR_19",3,2,6.61830424
7310797,"EYTBWB5IR_19",3,2,7.24107151
7310806,"EYTBWB5IR_19",3,2,6.80357163
7310745,"EYTBWB5IR_19",3,2,7.48214312
7310794,"EYTBWB5IR_19",3,2,7.31696445
7310835,"EYTBWB5IR_19",3,3,6.74107172
7310893,"EYTBWB5IR_19",3,3,6.84821484
7310902,"EYTBWB5IR_19",3,3,7.5044649
7310856,"EYTBWB5IR_19",3,3,7.48660775
7310799,"EYTBWB5IR_19",3,3,7.74107154
7310808,"EYTBWB5IR_19",3,4,6.58482169
7396762,"EYTBWB5IR_19",3,4,6.14508936
7310804,"EYTBWB5IR_19",3,4,7.47321457
7310862,"EYTBWB5IR_19",3,4,6.78125078
7396738,"EYTBWB5IR_19",3,4,7.1696439
7310785,"EYTBWB5IR_19",3,5,7.10267927
7310770,"EYTBWB5IR_19",3,5,6.24107115
7310795,"EYTBWB5IR_19",3,5,6.83035748
7310872,"EYTBWB5IR_19",3,5,7.13392981
7396745,"EYTBWB5IR_19",3,5,6.4776793
6176013,"EYTBWB5IR_19",3,6,7.8750003
7310807,"EYTBWB5IR_19",3,6,7.22767966
7310894,"EYTBWB5IR_19",3,6,6.61383987
7396747,"EYTBWB5IR_19",3,6,6.78571433
7310771,"EYTBWB5IR_19",3,6,6.75892918
6176013,"EYTBWB5IR_20",1,1,7.3392861
4755014,"EYTBWB5IR_20",1,1,6.9330364
7310905,"EYTBWB5IR_20",1,1,7.5758937
7310906,"EYTBWB5IR_20",1,1,7.4196431
7310918,"EYTBWB5IR_20",1,1,6.74107113
7310930,"EYTBWB5IR_20",1,2,6.72767916
7310936,"EYTBWB5IR_20",1,2,6.79464319
7310946,"EYTBWB5IR_20",1,2,7.57142922
7310972,"EYTBWB5IR_20",1,2,7.02678625
6176013,"EYTBWB5IR_02",1,1,7.9955361
7310981,"EYTBWB5IR_20",1,2,7.00000028
7396825,"EYTBWB5IR_20",1,3,7.01339331
7396856,"EYTBWB5IR_20",1,3,7.21875034
7311040,"EYTBWB5IR_20",1,3,6.75892937
7311059,"EYTBWB5IR_20",1,3,6.1741074
7396863,"EYTBWB5IR_20",1,3,6.34151843
7311068,"EYTBWB5IR_20",1,4,6.61607146
7311095,"EYTBWB5IR_20",1,4,7.08035749
7311105,"EYTBWB5IR_20",1,4,6.84821452
7311077,"EYTBWB5IR_20",1,4,7.60267955
4755014,"EYTBWB5IR_02",1,1,7.0000004
7311109,"EYTBWB5IR_20",1,4,7.18303658
7311085,"EYTBWB5IR_20",1,5,7.01785761
7396892,"EYTBWB5IR_20",1,5,7.16964364
7311113,"EYTBWB5IR_20",1,5,6.53794667
7311118,"EYTBWB5IR_20",1,5,7.1071437
7311132,"EYTBWB5IR_20",1,5,6.53348273
7396931,"EYTBWB5IR_20",1,6,6.43080476
7311134,"EYTBWB5IR_20",1,6,6.80803679
7311137,"EYTBWB5IR_20",1,6,6.39955482
7311140,"EYTBWB5IR_20",1,6,6.67633985
7312470,"EYTBWB5IR_02",1,1,7.1116077
7396942,"EYTBWB5IR_20",1,6,7.07142988
7311134,"EYTBWB5IR_20",2,1,6.9107148
7310981,"EYTBWB5IR_20",2,1,6.90625029
4755014,"EYTBWB5IR_20",2,1,7.1160715
7396863,"EYTBWB5IR_20",2,1,6.75446444
7396856,"EYTBWB5IR_20",2,1,7.04464335
7311095,"EYTBWB5IR_20",2,2,6.9776795
7311113,"EYTBWB5IR_20",2,2,7.24553668
7310930,"EYTBWB5IR_20",2,2,7.33482117
7311137,"EYTBWB5IR_20",2,2,6.69196483
7398774,"EYTBWB5IR_02",1,1,6.7008931
7310918,"EYTBWB5IR_20",2,2,7.28571414
7311040,"EYTBWB5IR_20",2,3,6.68526838
