"new_GID","PLOT.ID","rows","ranges","Block","Rep","Trt","year","genotype","note","Group","Calibration","ASD","CHL"
"BGEM-0036-S X Mo17_LN","3501","1","11","4","2","LN","2022","BGEM-0036-S X Mo17","Hybrid","Hybrid","0","2",304.22542871787
"BGEM-0036-S_HN","4023","23","1","4","2","HN","2022","BGEM-0036-S","BGEM_Short_late","Inbred","0","2",343.219471980057
"BGEM-0036-S_LN","3048","48","1","1","2","LN","2022","BGEM-0036-S","BGEM_Short_late","Inbred","0","2",328.420928782811
"BGEM-0037-S_HN","4224","24","5","4","2","HN","2022","BGEM-0037-S","BGEM_Short_early","Inbred","0","1",409.888852027763
"BGEM-0037-S_LN","3249","49","5","1","2","LN","2022","BGEM-0037-S","BGEM_Short_early","Inbred","0","1",367.801667150079
"BGEM-0038-N X B73_HN","4430","30","9","1","2","HN","2022","BGEM-0038-N X B73","Hybrid","Hybrid","0","1",519.007207230191
"BGEM-0038-N X B73_LN","3399","49","8","1","2","LN","2022","BGEM-0038-N X B73","Hybrid","Hybrid","0","1",375.645545318975
"BGEM-0038-N_HN","4093","43","2","1","2","HN","2022","BGEM-0038-N","BGEM_Tall_late","Inbred","0","1",353.860042348838
"BGEM-0038-N_LN","3256","6","6","4","2","LN","2022","BGEM-0038-N","BGEM_Tall_late","Inbred","0","2",290.771584612129
"BGEM-0039-N X B73_HN","4422","22","9","4","2","HN","2022","BGEM-0039-N X B73","Hybrid","Hybrid","0","1",483.756551595887
"BGEM-0039-N X B73_LN","3362","12","8","4","2","LN","2022","BGEM-0039-N X B73","Hybrid","Hybrid","0","2",315.875393791787
"BGEM-0039-N_HN","4202","2","5","1","2","HN","2022","BGEM-0039-N","BGEM_Short_early","Inbred","0","2",343.940854563214
"BGEM-0039-N_LN","3227","27","5","1","2","LN","2022","BGEM-0039-N","BGEM_Short_early","Inbred","0","1",295.911943497813
"BGEM-0040-N X B73_HN","4437","37","9","4","2","HN","2022","BGEM-0040-N X B73","Hybrid","Hybrid","0","1",454.099303140593
"BGEM-0040-N X B73_LN","3415","15","9","4","2","LN","2022","BGEM-0040-N X B73","Hybrid","Hybrid","0","1",276.133558320787
"BGEM-0040-N_HN","4272","22","6","4","2","HN","2022","BGEM-0040-N","BGEM_Short_early","Inbred","0","2",351.172758662216
"BGEM-0040-N_LN","3297","47","6","1","2","LN","2022","BGEM-0040-N","BGEM_Short_early","Inbred","0","1",301.14151904056
"BGEM-0041-S_HN","4289","39","6","4","2","HN","2022","BGEM-0041-S","BGEM_Tall_early","Inbred","0","1",385.305123179102
"BGEM-0041-S_LN","3102","2","3","4","2","LN","2022","BGEM-0041-S","BGEM_Tall_early","Inbred","0","2",330.000564806745
"BGEM-0042-S_HN","4162","12","4","1","2","HN","2022","BGEM-0042-S","BGEM_Short_late","Inbred","0","2",389.95617043868
"BGEM-0042-S_LN","3187","37","4","1","2","LN","2022","BGEM-0042-S","BGEM_Short_late","Inbred","0","2",321.475243993528
"BGEM-0043-S X Mo17_HN","4472","22","10","1","2","HN","2022","BGEM-0043-S X Mo17","Hybrid","Hybrid",NA,NA,479.614101187904
"BGEM-0043-S X Mo17_LN","3559","9","12","1","2","LN","2022","BGEM-0043-S X Mo17","Hybrid","Hybrid","0","2",364.970419515343
"BGEM-0043-S_HN","4045","45","1","4","2","HN","2022","BGEM-0043-S","BGEM_Tall_late","Inbred","0","2",415.457074847525
"BGEM-0043-S_LN","3208","8","5","1","2","LN","2022","BGEM-0043-S","BGEM_Tall_late","Inbred","0","2",357.750232188608
"BGEM-0044-S X Mo17_HN","4531","31","11","4","2","HN","2022","BGEM-0044-S X Mo17","Hybrid","Hybrid","0","1",435.625422522195
"BGEM-0044-S X Mo17_LN","3485","35","10","1","2","LN","2022","BGEM-0044-S X Mo17","Hybrid","Hybrid","0","1",357.703081702739
"BGEM-0044-S_HN","4345","45","7","1","2","HN","2022","BGEM-0044-S","BGEM_Tall_early","Inbred","0","2",375.091773015886
"BGEM-0044-S_LN","3158","8","4","4","2","LN","2022","BGEM-0044-S","BGEM_Tall_early","Inbred","0","2",375.073454400678
"BGEM-0045-N X B73_HN","4423","23","9","4","2","HN","2022","BGEM-0045-N X B73","Hybrid","Hybrid","0","1",386.948598792404
"BGEM-0045-N X B73_LN","3449","49","9","1","2","LN","2022","BGEM-0045-N X B73","Hybrid","Hybrid","0","1",372.785362829954
"BGEM-0045-N_HN","4228","28","5","1","2","HN","2022","BGEM-0045-N","BGEM_Tall_early","Inbred","0","2",354.656940865559
"BGEM-0045-N_LN","3016","16","1","1","2","LN","2022","BGEM-0045-N","BGEM_Tall_early","Inbred","0","1",294.808110222147
"BGEM-0046-N X B73_HN","4411","11","9","4","2","HN","2022","BGEM-0046-N X B73","Hybrid","Hybrid","0","2",482.73443220205
"BGEM-0046-N X B73_LN","3421","21","9","1","2","LN","2022","BGEM-0046-N X B73","Hybrid","Hybrid","0","2",282.487045043839
"BGEM-0046-N_HN","4246","46","5","4","2","HN","2022","BGEM-0046-N","BGEM_Tall_early","Inbred","0","2",339.974138079543
"BGEM-0046-N_LN","3059","9","2","1","2","LN","2022","BGEM-0046-N","BGEM_Tall_early","Inbred","0","1",348.772756597858
"BGEM-0047-S X Mo17_HN","4549","49","11","4","2","HN","2022","BGEM-0047-S X Mo17","Hybrid","Hybrid","0","1",442.910582755423
"BGEM-0047-S X Mo17_LN","3588","38","12","4","2","LN","2022","BGEM-0047-S X Mo17","Hybrid","Hybrid","0","1",337.022320790968
"BGEM-0047-S_HN","4170","20","4","1","2","HN","2022","BGEM-0047-S","BGEM_Short_early","Inbred","0","1",457.120489303511
"BGEM-0047-S_LN","3195","45","4","4","2","LN","2022","BGEM-0047-S","BGEM_Short_early","Inbred","0","1",389.12889192028
"BGEM-0048-S X Mo17_HN","4538","38","11","1","2","HN","2022","BGEM-0048-S X Mo17","Hybrid","Hybrid","0","2",450.657739275747
"BGEM-0048-S X Mo17_LN","3469","19","10","1","2","LN","2022","BGEM-0048-S X Mo17","Hybrid","Hybrid","0","1",339.490112003461
"BGEM-0048-S_HN","4017","17","1","1","2","HN","2022","BGEM-0048-S","BGEM_Short_late","Inbred","0","2",376.110974110837
"BGEM-0048-S_LN","3042","42","1","1","2","LN","2022","BGEM-0048-S","BGEM_Short_late","Inbred","0","2",297.393841527256
"BGEM-0049-S X Mo17_HN","4510","10","11","4","2","HN","2022","BGEM-0049-S X Mo17","Hybrid","Hybrid","0","2",453.870943130806
"BGEM-0049-S X Mo17_LN","3509","9","11","4","2","LN","2022","BGEM-0049-S X Mo17","Hybrid","Hybrid","0","2",304.519838711343
"BGEM-0049-S_HN","4193","43","4","4","2","HN","2022","BGEM-0049-S","BGEM_Tall_early","Inbred","0","2",413.605114819584
"BGEM-0049-S_LN","3006","6","1","1","2","LN","2022","BGEM-0049-S","BGEM_Tall_early","Inbred","0","1",370.881224778951
"BGEM-0050-S X Mo17_HN","4481","31","10","4","2","HN","2022","BGEM-0050-S X Mo17","Hybrid","Hybrid","1","1.5",456.484083197564
"BGEM-0050-S X Mo17_LN","3583","33","12","1","2","LN","2022","BGEM-0050-S X Mo17","Hybrid","Hybrid","0","1",289.669170798537
"BGEM-0050-S_HN","4271","21","6","4","2","HN","2022","BGEM-0050-S","BGEM_Short_early","Inbred","0","2",423.989205446973
"BGEM-0050-S_LN","3296","46","6","4","2","LN","2022","BGEM-0050-S","BGEM_Short_early","Inbred","0","1",291.970488669722
"BGEM-0051-S X Mo17_HN","4504","4","11","1","2","HN","2022","BGEM-0051-S X Mo17","Hybrid","Hybrid","0","1",471.951694072873
"BGEM-0051-S X Mo17_LN","3461","11","10","4","2","LN","2022","BGEM-0051-S X Mo17","Hybrid","Hybrid","0","1",219.388901877728
"BGEM-0051-S_HN","4089","39","2","4","2","HN","2022","BGEM-0051-S","BGEM_Tall_late","Inbred",NA,NA,334.364101599959
"BGEM-0051-S_LN","3252","2","6","1","2","LN","2022","BGEM-0051-S","BGEM_Tall_late","Inbred","0","2",365.453789290285
"BGEM-0052-S X Mo17_HN","4537","37","11","4","2","HN","2022","BGEM-0052-S X Mo17","Hybrid","Hybrid","0","1",460.183666886985
"BGEM-0052-S X Mo17_LN","3515","15","11","1","2","LN","2022","BGEM-0052-S X Mo17","Hybrid","Hybrid","0","2",329.177703130874
"BGEM-0052-S_HN","4134","34","3","4","2","HN","2022","BGEM-0052-S","BGEM_Tall_late","Inbred","0","1",333.51432501547
"BGEM-0052-S_LN","3272","22","6","4","2","LN","2022","BGEM-0052-S","BGEM_Tall_late","Inbred","0","1",306.981770737026
"BGEM-0053-S X Mo17_HN","4557","7","12","4","2","HN","2022","BGEM-0053-S X Mo17","Hybrid","Hybrid","0","2",483.165407495118
"BGEM-0053-S X Mo17_LN","3489","39","10","4","2","LN","2022","BGEM-0053-S X Mo17","Hybrid","Hybrid","0","2",297.174886931787
"BGEM-0053-S_HN","4283","33","6","4","2","HN","2022","BGEM-0053-S","BGEM_Tall_early","Inbred","0","2",444.73412814818
"BGEM-0053-S_LN","3071","21","2","4","2","LN","2022","BGEM-0053-S","BGEM_Tall_early","Inbred","0","1",346.773145333025
"BGEM-0054-S X Mo17_HN","4582","32","12","1","2","HN","2022","BGEM-0054-S X Mo17","Hybrid","Hybrid","0","1",475.151139205992
"BGEM-0054-S X Mo17_LN","3463","13","10","1","2","LN","2022","BGEM-0054-S X Mo17","Hybrid","Hybrid","0","2",389.279399826112
"BGEM-0054-S_HN","4238","38","5","1","2","HN","2022","BGEM-0054-S","BGEM_Tall_early","Inbred","0","2",419.94725864722
"BGEM-0054-S_LN","3051","1","2","4","2","LN","2022","BGEM-0054-S","BGEM_Tall_early","Inbred","0","1",366.133353362569
"BGEM-0055-S X Mo17_HN","4509","9","11","1","2","HN","2022","BGEM-0055-S X Mo17","Hybrid","Hybrid","0","1",488.760919978205
"BGEM-0055-S X Mo17_LN","3532","32","11","4","2","LN","2022","BGEM-0055-S X Mo17","Hybrid","Hybrid","0","1",352.858336144768
"BGEM-0055-S_HN","4305","5","7","1","2","HN","2022","BGEM-0055-S","BGEM_Short_early","Inbred","0","2",419.35630129603
"BGEM-0055-S_LN","3330","30","7","4","2","LN","2022","BGEM-0055-S","BGEM_Short_early","Inbred","0","2",366.998357742034
"BGEM-0056-S X Mo17_HN","4550","50","11","1","2","HN","2022","BGEM-0056-S X Mo17","Hybrid","Hybrid","0","1",430.99973793237
"BGEM-0056-S X Mo17_LN","3556","6","12","1","2","LN","2022","BGEM-0056-S X Mo17","Hybrid","Hybrid","0","2",331.146503172941
"BGEM-0056-S_HN","4086","36","2","4","2","HN","2022","BGEM-0056-S","BGEM_Tall_late","Inbred","0","2",464.59826568459
"BGEM-0056-S_LN","3224","24","5","1","2","LN","2022","BGEM-0056-S","BGEM_Tall_late","Inbred","0","1",402.790640824905
"BGEM-0057-S X Mo17_HN","4477","27","10","4","2","HN","2022","BGEM-0057-S X Mo17","Hybrid","Hybrid","0","1",436.002934741131
"BGEM-0057-S X Mo17_LN","3479","29","10","1","2","LN","2022","BGEM-0057-S X Mo17","Hybrid","Hybrid","0","2",298.7890040307
"BGEM-0057-S_HN","4186","36","4","4","2","HN","2022","BGEM-0057-S","BGEM_Tall_late","Inbred","0","2",388.517275016013
"BGEM-0057-S_LN","3324","24","7","4","2","LN","2022","BGEM-0057-S","BGEM_Tall_late","Inbred","0","1",391.68619712402
"BGEM-0058-N X B73_HN","4374","24","8","4","2","HN","2022","BGEM-0058-N X B73","Hybrid","Hybrid","0","1",457.686621435993
"BGEM-0058-N X B73_LN","3387","37","8","4","2","LN","2022","BGEM-0058-N X B73","Hybrid","Hybrid","0","2",311.446814458091
"BGEM-0058-N_HN","4194","44","4","4","2","HN","2022","BGEM-0058-N","BGEM_Tall_early","Inbred","0","2",319.002351310073
"BGEM-0058-N_LN","3007","7","1","1","2","LN","2022","BGEM-0058-N","BGEM_Tall_early","Inbred","0","1",284.868462304942
"BGEM-0059-S X Mo17_HN","4562","12","12","4","2","HN","2022","BGEM-0059-S X Mo17","Hybrid","Hybrid","0","1",499.383110882064
"BGEM-0059-S X Mo17_LN","3557","7","12","4","2","LN","2022","BGEM-0059-S X Mo17","Hybrid","Hybrid","0","2",326.016374707779
"BGEM-0059-S_HN","4119","19","3","1","2","HN","2022","BGEM-0059-S","BGEM_Short_late","Inbred","0","1",399.286584511391
"BGEM-0059-S_LN","3144","44","3","1","2","LN","2022","BGEM-0059-S","BGEM_Short_late","Inbred","0","2",355.172468793549
"BGEM-0060-S X Mo17_HN","4495","45","10","4","2","HN","2022","BGEM-0060-S X Mo17","Hybrid","Hybrid","0","1",483.532462299942
"BGEM-0060-S X Mo17_LN","3505","5","11","1","2","LN","2022","BGEM-0060-S X Mo17","Hybrid","Hybrid","0","2",335.983219193448
"BGEM-0060-S_HN","4132","32","3","1","2","HN","2022","BGEM-0060-S","BGEM_Tall_late","Inbred","0","1",374.687059709738
"BGEM-0060-S_LN","3270","20","6","1","2","LN","2022","BGEM-0060-S","BGEM_Tall_late","Inbred","0","1",340.138458133671
"BGEM-0061-N X B73_HN","4436","36","9","4","2","HN","2022","BGEM-0061-N X B73","Hybrid","Hybrid","0","1",455.523409682733
"BGEM-0061-N X B73_LN","3367","17","8","4","2","LN","2022","BGEM-0061-N X B73","Hybrid","Hybrid","0","1",307.039602011664
"BGEM-0061-N_HN","4143","43","3","1","2","HN","2022","BGEM-0061-N","BGEM_Tall_late","Inbred","0","1",355.768182773142
"BGEM-0061-N_LN","3306","6","7","1","2","LN","2022","BGEM-0061-N","BGEM_Tall_late","Inbred","0","1",299.193941245749
"BGEM-0062-N X B73_HN","4424","24","9","4","2","HN","2022","BGEM-0062-N X B73","Hybrid","Hybrid","0","1",488.231769204134
"BGEM-0062-N X B73_LN","3377","27","8","4","2","LN","2022","BGEM-0062-N X B73","Hybrid","Hybrid","0","2",290.211740408563
"BGEM-0062-N_HN","4281","31","6","4","2","HN","2022","BGEM-0062-N","BGEM_Tall_early","Inbred","0","2",500.183605739101
"BGEM-0062-N_LN","3069","19","2","1","2","LN","2022","BGEM-0062-N","BGEM_Tall_early","Inbred","0","2",470.115102504288
"BGEM-0063-N X B73_HN","4392","42","8","1","2","HN","2022","BGEM-0063-N X B73","Hybrid","Hybrid","0","1",418.038983543995
"BGEM-0063-N X B73_LN","3430","30","9","1","2","LN","2022","BGEM-0063-N X B73","Hybrid","Hybrid","0","2",346.400670691839
"BGEM-0063-N_HN","4297","47","6","1","2","HN","2022","BGEM-0063-N","BGEM_Tall_early","Inbred","0","1",415.160605300609
"BGEM-0063-N_LN","3110","10","3","4","2","LN","2022","BGEM-0063-N","BGEM_Tall_early","Inbred","0","1",316.273580513858
"BGEM-0064-N X B73_HN","4399","49","8","4","2","HN","2022","BGEM-0064-N X B73","Hybrid","Hybrid","0","1",462.340335086946
"BGEM-0064-N X B73_LN","3392","42","8","1","2","LN","2022","BGEM-0064-N X B73","Hybrid","Hybrid","0","2",328.772778908924
"BGEM-0064-N_HN","4184","34","4","4","2","HN","2022","BGEM-0064-N","BGEM_Tall_late","Inbred","0","2",311.686278037856
"BGEM-0064-N_LN","3322","22","7","1","2","LN","2022","BGEM-0064-N","BGEM_Tall_late","Inbred","0","1",318.15019584983
"BGEM-0065-N_HN","4040","40","1","4","2","HN","2022","BGEM-0065-N","BGEM_Tall_late","Inbred","0","2",391.375548555818
"BGEM-0065-N_LN","3203","3","5","1","2","LN","2022","BGEM-0065-N","BGEM_Tall_late","Inbred","0","2",335.036031762427
"BGEM-0066-N_HN","4275","25","6","1","2","HN","2022","BGEM-0066-N","BGEM_Short_early","Inbred","0","1",423.572631432138
"BGEM-0066-N_LN","3300","50","6","1","2","LN","2022","BGEM-0066-N","BGEM_Short_early","Inbred","0","1",391.777775714959
"BGEM-0067-S_HN","4054","4","2","1","2","HN","2022","BGEM-0067-S","BGEM_Short_late","Inbred","0","2",423.123873696641
"BGEM-0067-S_LN","3079","29","2","1","2","LN","2022","BGEM-0067-S","BGEM_Short_late","Inbred","0","2",347.68579912568
"BGEM-0068-S X Mo17_HN","4461","11","10","1","2","HN","2022","BGEM-0068-S X Mo17","Hybrid","Hybrid","0","2",481.752125248998
"BGEM-0068-S X Mo17_LN","3499","49","10","4","2","LN","2022","BGEM-0068-S X Mo17","Hybrid","Hybrid","0","1",322.710074695518
"BGEM-0068-S_HN","4215","15","5","4","2","HN","2022","BGEM-0068-S","BGEM_Short_early","Inbred","0","2",499.142965644686
"BGEM-0068-S_LN","3240","40","5","1","2","LN","2022","BGEM-0068-S","BGEM_Short_early","Inbred","0","1",375.80173502085
"BGEM-0069-S_HN","4044","44","1","4","2","HN","2022","BGEM-0069-S","BGEM_Tall_late","Inbred","0","2",446.910767944579
"BGEM-0069-S_LN","3207","7","5","1","2","LN","2022","BGEM-0069-S","BGEM_Tall_late","Inbred","0","2",321.253728287447
"BGEM-0070-S X Mo17_HN","4534","34","11","1","2","HN","2022","BGEM-0070-S X Mo17","Hybrid","Hybrid","0","1",432.908397031932
"BGEM-0070-S X Mo17_LN","3483","33","10","1","2","LN","2022","BGEM-0070-S X Mo17","Hybrid","Hybrid","1","1.5",332.885511012418
"BGEM-0070-S_HN","4127","27","3","1","2","HN","2022","BGEM-0070-S","BGEM_Tall_late","Inbred","0","2",418.95454070011
"BGEM-0070-S_LN","3265","15","6","4","2","LN","2022","BGEM-0070-S","BGEM_Tall_late","Inbred","0","2",357.320054245039
"BGEM-0071-S X Mo17_HN","4499","49","10","4","2","HN","2022","BGEM-0071-S X Mo17","Hybrid","Hybrid","1","1.5",465.597437172021
"BGEM-0071-S X Mo17_LN","3527","27","11","4","2","LN","2022","BGEM-0071-S X Mo17","Hybrid","Hybrid","0","1",348.447035236312
"BGEM-0071-S_HN","4019","19","1","1","2","HN","2022","BGEM-0071-S","BGEM_Short_late","Inbred","0","2",410.8146890275
"BGEM-0071-S_LN","3044","44","1","4","2","LN","2022","BGEM-0071-S","BGEM_Short_late","Inbred","0","2",369.774356526524
"BGEM-0072-S X Mo17_HN","4514","14","11","4","2","HN","2022","BGEM-0072-S X Mo17","Hybrid","Hybrid","0","1",404.326931356113
"BGEM-0072-S X Mo17_LN","3496","46","10","1","2","LN","2022","BGEM-0072-S X Mo17","Hybrid","Hybrid","0","1",295.108996136611
"BGEM-0072-S_HN","4179","29","4","4","2","HN","2022","BGEM-0072-S","BGEM_Tall_late","Inbred","0","1",428.170956764331
"BGEM-0072-S_LN","3317","17","7","1","2","LN","2022","BGEM-0072-S","BGEM_Tall_late","Inbred","0","1",378.025800757023
"BGEM-0073-S X Mo17_HN","4489","39","10","1","2","HN","2022","BGEM-0073-S X Mo17","Hybrid","Hybrid","0","2",472.12646259357
"BGEM-0073-S X Mo17_LN","3593","43","12","1","2","LN","2022","BGEM-0073-S X Mo17","Hybrid","Hybrid","0","1",435.875223708908
"BGEM-0073-S_HN","4015","15","1","4","2","HN","2022","BGEM-0073-S","BGEM_Short_late","Inbred","0","2",405.053749344076
"BGEM-0073-S_LN","3040","40","1","4","2","LN","2022","BGEM-0073-S","BGEM_Short_late","Inbred","0","2",298.753313735806
"BGEM-0074-S_HN","4067","17","2","1","2","HN","2022","BGEM-0074-S","BGEM_Short_late","Inbred","0","2",488.29059688855
"BGEM-0074-S_LN","3092","42","2","4","2","LN","2022","BGEM-0074-S","BGEM_Short_late","Inbred","0","1",328.285965796629
"BGEM-0075-S X Mo17_HN","4471","21","10","4","2","HN","2022","BGEM-0075-S X Mo17","Hybrid","Hybrid","0","1",417.853231586563
"BGEM-0075-S X Mo17_LN","3455","5","10","4","2","LN","2022","BGEM-0075-S X Mo17","Hybrid","Hybrid","0","1",317.029433401913
"BGEM-0075-S_HN","4029","29","1","1","2","HN","2022","BGEM-0075-S","BGEM_Tall_late","Inbred","0","2",351.570908926301
"BGEM-0075-S_LN","3167","17","4","1","2","LN","2022","BGEM-0075-S","BGEM_Tall_late","Inbred","0","1",330.736132234871
"BGEM-0076-S X Mo17_HN","4456","6","10","4","2","HN","2022","BGEM-0076-S X Mo17","Hybrid","Hybrid","0","1",461.507905762675
"BGEM-0076-S X Mo17_LN","3576","26","12","1","2","LN","2022","BGEM-0076-S X Mo17","Hybrid","Hybrid","0","2",330.066143449357
"BGEM-0076-S_HN","4328","28","7","1","2","HN","2022","BGEM-0076-S","BGEM_Tall_early","Inbred","0","1",399.450783953154
"BGEM-0076-S_LN","3116","16","3","1","2","LN","2022","BGEM-0076-S","BGEM_Tall_early","Inbred","0","2",353.12591734904
"BGEM-0077-S X Mo17_LN","3562","12","12","4","2","LN","2022","BGEM-0077-S X Mo17","Hybrid","Hybrid","0","2",349.019178030534
"BGEM-0077-S_HN","4251","1","6","1","2","HN","2022","BGEM-0077-S","BGEM_Short_early","Inbred","0","2",468.043512705073
"BGEM-0077-S_LN","3276","26","6","4","2","LN","2022","BGEM-0077-S","BGEM_Short_early","Inbred","0","1",403.522890225186
"BGEM-0078-N_HN","4231","31","5","1","2","HN","2022","BGEM-0078-N","BGEM_Tall_early","Inbred","0","2",342.006813993678
"BGEM-0078-N_LN","3019","19","1","4","2","LN","2022","BGEM-0078-N","BGEM_Tall_early","Inbred","0","1",337.057301393985
"BGEM-0078-S X Mo17_HN","4519","19","11","1","2","HN","2022","BGEM-0078-S X Mo17","Hybrid","Hybrid","0","1",467.107099170847
"BGEM-0078-S X Mo17_LN","3533","33","11","4","2","LN","2022","BGEM-0078-S X Mo17","Hybrid","Hybrid","0","1",308.879213769977
"BGEM-0078-S_HN","4287","37","6","1","2","HN","2022","BGEM-0078-S","BGEM_Tall_early","Inbred","0","1",330.268885685054
"BGEM-0078-S_LN","3075","25","2","1","2","LN","2022","BGEM-0078-S","BGEM_Tall_early","Inbred","0","1",412.754759650345
"BGEM-0079-S X Mo17_HN","4468","18","10","4","2","HN","2022","BGEM-0079-S X Mo17","Hybrid","Hybrid","0","2",489.22947289373
"BGEM-0079-S X Mo17_LN","3457","7","10","4","2","LN","2022","BGEM-0079-S X Mo17","Hybrid","Hybrid","0","1",308.141235013205
"BGEM-0079-S_HN","4211","11","5","1","2","HN","2022","BGEM-0079-S","BGEM_Short_early","Inbred","0","1",438.805821867496
"BGEM-0079-S_LN","3236","36","5","1","2","LN","2022","BGEM-0079-S","BGEM_Short_early","Inbred","0","1",383.829942735125
"BGEM-0080-S_HN","4203","3","5","4","2","HN","2022","BGEM-0080-S","BGEM_Short_early","Inbred","0","1",422.958270534666
"BGEM-0080-S_LN","3228","28","5","1","2","LN","2022","BGEM-0080-S","BGEM_Short_early","Inbred","0","1",361.923140705134
"BGEM-0081-S X Mo17_HN","4520","20","11","1","2","HN","2022","BGEM-0081-S X Mo17","Hybrid","Hybrid","0","2",463.767031492972
"BGEM-0081-S X Mo17_LN","3547","47","11","4","2","LN","2022","BGEM-0081-S X Mo17","Hybrid","Hybrid","0","1",318.102496226348
"BGEM-0081-S_HN","4333","33","7","4","2","HN","2022","BGEM-0081-S","BGEM_Tall_early","Inbred","0","1",454.258285629399
"BGEM-0081-S_LN","3121","21","3","4","2","LN","2022","BGEM-0081-S","BGEM_Tall_early","Inbred","0","2",385.951469461789
"BGEM-0082-S X Mo17_HN","4491","41","10","1","2","HN","2022","BGEM-0082-S X Mo17","Hybrid","Hybrid","0","2",498.24625448531
"BGEM-0082-S X Mo17_LN","3550","50","11","4","2","LN","2022","BGEM-0082-S X Mo17","Hybrid","Hybrid","0","1",369.824710894532
"BGEM-0082-S_HN","4208","8","5","4","2","HN","2022","BGEM-0082-S","BGEM_Short_early","Inbred","0","2",471.612496779953
"BGEM-0082-S_LN","3233","33","5","4","2","LN","2022","BGEM-0082-S","BGEM_Short_early","Inbred","0","1",390.123628016036
"BGEM-0083-S X Mo17_HN","4592","42","12","1","2","HN","2022","BGEM-0083-S X Mo17","Hybrid","Hybrid","0","1",469.300886600058
"BGEM-0083-S X Mo17_LN","3567","17","12","4","2","LN","2022","BGEM-0083-S X Mo17","Hybrid","Hybrid","0","2",309.577355696849
"BGEM-0083-S_HN","4324","24","7","1","2","HN","2022","BGEM-0083-S","BGEM_Short_early","Inbred","0","1",400.359565112355
"BGEM-0083-S_LN","3349","49","7","1","2","LN","2022","BGEM-0083-S","BGEM_Short_early","Inbred","0","1",342.714689555291
"BGEM-0084-S X Mo17_HN","4541","41","11","4","2","HN","2022","BGEM-0084-S X Mo17","Hybrid","Hybrid","0","1",469.027179042838
"BGEM-0084-S X Mo17_LN","3462","12","10","1","2","LN","2022","BGEM-0084-S X Mo17","Hybrid","Hybrid","0","1",336.911018460077
"BGEM-0084-S_HN","4103","3","3","1","2","HN","2022","BGEM-0084-S","BGEM_Short_late","Inbred","0","2",450.696775581311
"BGEM-0084-S_LN","3128","28","3","1","2","LN","2022","BGEM-0084-S","BGEM_Short_late","Inbred","0","2",379.421528848977
"BGEM-0085-N X B73_HN","4388","38","8","4","2","HN","2022","BGEM-0085-N X B73","Hybrid","Hybrid","0","1",460.43120347677
"BGEM-0085-N X B73_LN","3413","13","9","1","2","LN","2022","BGEM-0085-N X B73","Hybrid","Hybrid","0","1",311.601003221349
"BGEM-0085-N_HN","4252","2","6","4","2","HN","2022","BGEM-0085-N","BGEM_Short_early","Inbred","0","2",427.827669179078
"BGEM-0085-N_LN","3277","27","6","1","2","LN","2022","BGEM-0085-N","BGEM_Short_early","Inbred","0","2",337.152543689819
"BGEM-0086-N X B73_HN","4362","12","8","1","2","HN","2022","BGEM-0086-N X B73","Hybrid","Hybrid","0","2",446.895991955105
"BGEM-0086-N X B73_LN","3443","43","9","4","2","LN","2022","BGEM-0086-N X B73","Hybrid","Hybrid","0","2",329.207245980274
"BGEM-0086-N_HN","4243","43","5","4","2","HN","2022","BGEM-0086-N","BGEM_Tall_early","Inbred","0","2",415.50129904718
"BGEM-0086-N_LN","3056","6","2","1","2","LN","2022","BGEM-0086-N","BGEM_Tall_early","Inbred","0","1",323.32530536725
"BGEM-0087-N X B73_HN","4425","25","9","1","2","HN","2022","BGEM-0087-N X B73","Hybrid","Hybrid","0","2",445.171134974733
"BGEM-0087-N X B73_LN","3448","48","9","1","2","LN","2022","BGEM-0087-N X B73","Hybrid","Hybrid","0","2",437.724548822584
"BGEM-0087-N_HN","4144","44","3","4","2","HN","2022","BGEM-0087-N","BGEM_Tall_late","Inbred","0","1",421.896488493778
"BGEM-0087-N_LN","3307","7","7","4","2","LN","2022","BGEM-0087-N","BGEM_Tall_late","Inbred","0","1",389.608515292612
"BGEM-0088-N X B73_HN","4357","7","8","1","2","HN","2022","BGEM-0088-N X B73","Hybrid","Hybrid","0","2",471.549208233678
"BGEM-0088-N X B73_LN","3445","45","9","4","2","LN","2022","BGEM-0088-N X B73","Hybrid","Hybrid","0","2",354.263729930283
"BGEM-0088-N_HN","4058","8","2","4","2","HN","2022","BGEM-0088-N","BGEM_Short_late","Inbred","0","2",402.270098085189
"BGEM-0088-N_LN","3083","33","2","4","2","LN","2022","BGEM-0088-N","BGEM_Short_late","Inbred","0","2",316.618399560414
"BGEM-0089-N X B73_HN","4443","43","9","4","2","HN","2022","BGEM-0089-N X B73","Hybrid","Hybrid","0","1",488.137912632132
"BGEM-0089-N X B73_LN","3386","36","8","4","2","LN","2022","BGEM-0089-N X B73","Hybrid","Hybrid","0","2",341.285217346662
"BGEM-0089-N_HN","4052","2","2","1","2","HN","2022","BGEM-0089-N","BGEM_Short_late","Inbred","0","2",424.239660726271
"BGEM-0089-N_LN","3077","27","2","4","2","LN","2022","BGEM-0089-N","BGEM_Short_late","Inbred","0","1",292.607640550896
"BGEM-0090-N_HN","4153","3","4","4","2","HN","2022","BGEM-0090-N","BGEM_Short_late","Inbred","0","1",397.187494441291
