"genotype","PLOT.ID","rows","ranges","Block","Rep","Trt","year","note","Calibration","ASD","CHL"
"BGEM-0137-S","1128","28","3","1","1","HN","2022","BGEM_Short_early","0","2",396.153639891543
"BGEM-0137-S X Mo17","1564","14","12","1","1","HN","2022","Hybrid","1","1.5",507.257129632576
"BGEM-0137-S X Mo17","4463","13","10","4","2","HN","2022","Hybrid","0","2",507.257129632576
"BGEM-0138-S","1222","22","5","1","1","HN","2022","BGEM_Tall_early","0","2",485.75111624551
"BGEM-0138-S","4247","47","5","4","2","HN","2022","BGEM_Tall_early","0","2",485.75111624551
"BGEM-0140-N","4168","18","4","4","2","HN","2022","BGEM_Short_early","0","2",325.444132236698
"BGEM-0140-N","1030","30","1","1","1","HN","2022","BGEM_Short_early","0","1",325.444132236698
"BGEM-0140-N X B73","4361","11","8","4","2","HN","2022","Hybrid","0","2",440.688345174014
"BGEM-0140-N X B73","1389","39","8","1","1","HN","2022","Hybrid","0","2",440.688345174014
"BGEM-0141-N","4322","22","7","4","2","HN","2022","BGEM_Short_early","0","2",399.188841814046
"BGEM-0141-N","1184","34","4","1","1","HN","2022","BGEM_Short_early","0","1",399.188841814046
"BGEM-0141-N X B73","1388","38","8","1","1","HN","2022","Hybrid","0","2",490.722109271881
"BGEM-0141-N X B73","4447","47","9","4","2","HN","2022","Hybrid","0","1",490.722109271881
"BGEM-0143-N","4291","41","6","4","2","HN","2022","BGEM_Tall_early","0","1",389.996057979434
"BGEM-0143-N","1266","16","6","1","1","HN","2022","BGEM_Tall_early","0","2",389.996057979434
"BGEM-0143-N X B73","4417","17","9","4","2","HN","2022","Hybrid","0","2",501.228357708591
"BGEM-0143-N X B73","1355","5","8","1","1","HN","2022","Hybrid","0","1",501.228357708591
"BGEM-0144-N","4189","39","4","4","2","HN","2022","BGEM_Tall_early","0","1",411.77205041028
"BGEM-0144-N","1164","14","4","1","1","HN","2022","BGEM_Tall_early","0","1",411.77205041028
"BGEM-0144-N X B73","1401","1","9","1","1","HN","2022","Hybrid","0","1",416.040694495519
"BGEM-0144-N X B73","4427","27","9","4","2","HN","2022","Hybrid","0","1",416.040694495519
"BGEM-0145-N","1209","9","5","1","1","HN","2022","BGEM_Tall_early","0","2",341.282274822498
"BGEM-0145-N","4234","34","5","4","2","HN","2022","BGEM_Tall_early","0","2",341.282274822498
"BGEM-0145-N X B73","1417","17","9","1","1","HN","2022","Hybrid","0","2",441.548987732864
"BGEM-0146-N","1214","14","5","1","1","HN","2022","BGEM_Tall_early","0","2",303.677963494565
"BGEM-0146-N","4239","39","5","4","2","HN","2022","BGEM_Tall_early","0","2",303.677963494565
"BGEM-0146-N X B73","1442","42","9","1","1","HN","2022","Hybrid","0","2",486.274934173782
"BGEM-0147-S","4299","49","6","4","2","HN","2022","BGEM_Tall_early","0","2",364.196832940148
"BGEM-0147-S","1274","24","6","1","1","HN","2022","BGEM_Tall_early","0","2",364.196832940148
"BGEM-0147-S X Mo17","4574","24","12","4","2","HN","2022","Hybrid","0","1",495.818102297388
"BGEM-0147-S X Mo17","1591","41","12","1","1","HN","2022","Hybrid","0","2",495.818102297388
"BGEM-0148-S","4227","27","5","4","2","HN","2022","BGEM_Tall_early","0","1",334.264471377545
"BGEM-0148-S","1202","2","5","1","1","HN","2022","BGEM_Tall_early","0","2",334.264471377545
"BGEM-0148-S X Mo17","1489","39","10","1","1","HN","2022","Hybrid","0","1",478.381158064393
"BGEM-0148-S X Mo17","4501","1","11","4","2","HN","2022","Hybrid","0","2",478.381158064393
"BGEM-0149-S","4321","21","7","4","2","HN","2022","BGEM_Short_early","0","2",441.085897183455
"BGEM-0149-S","1183","33","4","1","1","HN","2022","BGEM_Short_early","0","1",441.085897183455
"BGEM-0150-S","1176","26","4","1","1","HN","2022","BGEM_Short_early","0","2",474.676923085345
"BGEM-0150-S","4314","14","7","4","2","HN","2022","BGEM_Short_early","0","2",474.676923085345
"BGEM-0151-N","4102","2","3","4","2","HN","2022","BGEM_Short_late","0","2",401.107947995452
"BGEM-0151-N","1289","39","6","1","1","HN","2022","BGEM_Short_late","0","1",401.107947995452
"BGEM-0151-N X B73","4359","9","8","4","2","HN","2022","Hybrid","0","2",461.40022926253
"BGEM-0151-N X B73","1392","42","8","1","1","HN","2022","Hybrid","0","2",461.40022926253
"BGEM-0152-N","4035","35","1","4","2","HN","2022","BGEM_Tall_late","0","2",425.168401068919
"BGEM-0152-N","1010","10","1","1","1","HN","2022","BGEM_Tall_late","0","1",425.168401068919
"BGEM-0152-N X B73","1361","11","8","1","1","HN","2022","Hybrid","0","1",470.680185657081
"BGEM-0152-N X B73","4435","35","9","4","2","HN","2022","Hybrid","0","1",470.680185657081
"BGEM-0153-S","4160","10","4","4","2","HN","2022","BGEM_Short_late","0","1",404.489723476571
"BGEM-0153-S","1347","47","7","1","1","HN","2022","BGEM_Short_late","0","1",404.489723476571
"BGEM-0153-S X Mo17","1595","45","12","1","1","HN","2022","Hybrid","0","1",493.072615704116
"BGEM-0153-S X Mo17","4573","23","12","4","2","HN","2022","Hybrid","0","1",493.072615704116
"BGEM-0154-S","1126","26","3","1","1","HN","2022","BGEM_Short_early","0","1",413.343829340232
"BGEM-0154-S","4264","14","6","4","2","HN","2022","BGEM_Short_early","0","1",413.343829340232
"BGEM-0154-S X Mo17","1523","23","11","1","1","HN","2022","Hybrid","0","2",486.637518852869
"BGEM-0154-S X Mo17","4575","25","12","4","2","HN","2022","Hybrid","0","1",486.637518852869
"BGEM-0155-S","4133","33","3","4","2","HN","2022","BGEM_Tall_late","0","1",417.071600728153
"BGEM-0155-S","1108","8","3","1","1","HN","2022","BGEM_Tall_late","0","2",417.071600728153
"BGEM-0156-S","1267","17","6","1","1","HN","2022","BGEM_Tall_early","0","2",411.331170830873
"BGEM-0156-S","4292","42","6","4","2","HN","2022","BGEM_Tall_early","0","1",411.331170830873
"BGEM-0156-S X Mo17","4507","7","11","4","2","HN","2022","Hybrid","0","2",460.03712732841
"BGEM-0156-S X Mo17","1487","37","10","1","1","HN","2022","Hybrid","0","1",460.03712732841
"BGEM-0157-N","4125","25","3","4","2","HN","2022","BGEM_Short_late","0","1",401.931980037121
"BGEM-0157-N","1337","37","7","1","1","HN","2022","BGEM_Short_late","0","1",401.931980037121
"BGEM-0158-S","1103","3","3","1","1","HN","2022","BGEM_Tall_late","0","1",410.791753192386
"BGEM-0158-S","4128","28","3","4","2","HN","2022","BGEM_Tall_late","0","1",410.791753192386
"BGEM-0158-S X Mo17","1571","21","12","1","1","HN","2022","Hybrid","0","1",479.781651741067
"BGEM-0158-S X Mo17","4585","35","12","4","2","HN","2022","Hybrid","0","1",479.781651741067
"BGEM-0159-S","1156","6","4","1","1","HN","2022","BGEM_Tall_late","0","1",435.035379234086
"BGEM-0159-S","4181","31","4","4","2","HN","2022","BGEM_Tall_late","0","2",435.035379234086
"BGEM-0159-S X Mo17","1546","46","11","1","1","HN","2022","Hybrid","1","1.5",468.221064555964
"BGEM-0159-S X Mo17","4579","29","12","4","2","HN","2022","Hybrid","0","1",468.221064555964
"BGEM-0160-S","1051","1","2","1","1","HN","2022","BGEM_Tall_late","0","2",413.912354313834
"BGEM-0160-S","4076","26","2","4","2","HN","2022","BGEM_Tall_late","0","2",413.912354313834
"BGEM-0160-S X Mo17","4459","9","10","4","2","HN","2022","Hybrid","0","2",438.118441297173
"BGEM-0160-S X Mo17","1516","16","11","1","1","HN","2022","Hybrid","0","2",438.118441297173
"BGEM-0161-S","1243","43","5","1","1","HN","2022","BGEM_Short_late","0","2",388.153337031646
"BGEM-0161-S","4056","6","2","4","2","HN","2022","BGEM_Short_late","0","2",388.153337031646
"BGEM-0161-S X Mo17","1549","49","11","1","1","HN","2022","Hybrid","0","2",444.292746966491
"BGEM-0161-S X Mo17","4588","38","12","4","2","HN","2022","Hybrid","0","1",444.292746966491
"BGEM-0162-S","4319","19","7","4","2","HN","2022","BGEM_Short_early","0","2",391.214656790253
"BGEM-0162-S","1181","31","4","1","1","HN","2022","BGEM_Short_early","0","2",391.214656790253
"BGEM-0162-S X Mo17","1565","15","12","1","1","HN","2022","Hybrid","0","1",494.262889769577
"BGEM-0162-S X Mo17","4569","19","12","4","2","HN","2022","Hybrid","0","1",494.262889769577
"BGEM-0163-S","4116","16","3","4","2","HN","2022","BGEM_Short_late","0","2",427.492196249301
"BGEM-0163-S","1328","28","7","1","1","HN","2022","BGEM_Short_late","0","1",427.492196249301
"BGEM-0163-S X Mo17","4469","19","10","4","2","HN","2022","Hybrid","0","2",492.246337759331
"BGEM-0163-S X Mo17","1460","10","10","1","1","HN","2022","Hybrid","0","2",492.246337759331
"BGEM-0164-S","1190","40","4","1","1","HN","2022","BGEM_Short_late","0","1",408.822311401284
"BGEM-0164-S","4003","3","1","4","2","HN","2022","BGEM_Short_late","0","2",408.822311401284
"BGEM-0164-S X Mo17","1525","25","11","1","1","HN","2022","Hybrid","0","2",455.251935279053
"BGEM-0164-S X Mo17","4483","33","10","4","2","HN","2022","Hybrid","0","2",455.251935279053
"BGEM-0165-S","1025","25","1","1","1","HN","2022","BGEM_Tall_late","0","2",406.152094822523
"BGEM-0165-S","4050","50","1","4","2","HN","2022","BGEM_Tall_late","0","2",406.152094822523
"BGEM-0165-S X Mo17","4522","22","11","4","2","HN","2022","Hybrid","0","1",382.594599651933
"BGEM-0165-S X Mo17","1551","1","12","1","1","HN","2022","Hybrid","0","2",382.594599651933
"BGEM-0166-S","4032","32","1","4","2","HN","2022","BGEM_Tall_late","0","2",370.898212628511
"BGEM-0166-S","1007","7","1","1","1","HN","2022","BGEM_Tall_late","0","1",370.898212628511
"BGEM-0167-S","4308","8","7","4","2","HN","2022","BGEM_Short_early","0","2",356.300975257917
"BGEM-0167-S","1145","45","3","1","1","HN","2022","BGEM_Short_early","0","1",356.300975257917
"BGEM-0167-S X Mo17","1510","10","11","1","1","HN","2022","Hybrid","0","2",486.664445045076
"BGEM-0167-S X Mo17","4486","36","10","4","2","HN","2022","Hybrid","0","2",486.664445045076
"BGEM-0168-S","1124","24","3","1","1","HN","2022","BGEM_Tall_late","0","1",391.348501606125
"BGEM-0168-S","4149","49","3","4","2","HN","2022","BGEM_Tall_late","0","1",391.348501606125
"BGEM-0168-S X Mo17","4466","16","10","4","2","HN","2022","Hybrid","0","2",415.020587203327
"BGEM-0168-S X Mo17","1514","14","11","1","1","HN","2022","Hybrid","0","1",415.020587203327
"BGEM-0169-S","4064","14","2","4","2","HN","2022","BGEM_Short_late","0","1",396.564641248878
"BGEM-0169-S","1276","26","6","1","1","HN","2022","BGEM_Short_late","0","2",396.564641248878
"BGEM-0170-S","1247","47","5","1","1","HN","2022","BGEM_Short_late","0","2",379.363690549764
"BGEM-0170-S","4060","10","2","4","2","HN","2022","BGEM_Short_late","0","2",379.363690549764
"BGEM-0170-S X Mo17","4528","28","11","4","2","HN","2022","Hybrid","0","1",435.915727891634
"BGEM-0170-S X Mo17","1529","29","11","1","1","HN","2022","Hybrid","0","2",435.915727891634
"BGEM-0171-S","4191","41","4","4","2","HN","2022","BGEM_Tall_early","0","2",503.838680016446
"BGEM-0171-S","1166","16","4","1","1","HN","2022","BGEM_Tall_early","0","1",503.838680016446
"BGEM-0171-S X Mo17","1528","28","11","1","1","HN","2022","Hybrid","0","1",502.23518541878
"BGEM-0171-S X Mo17","4480","30","10","4","2","HN","2022","Hybrid","0","1",502.23518541878
"BGEM-0172-S","4077","27","2","4","2","HN","2022","BGEM_Tall_late","0","2",382.968501904232
"BGEM-0172-S","1052","2","2","1","1","HN","2022","BGEM_Tall_late","0","2",382.968501904232
"BGEM-0173-S","4120","20","3","4","2","HN","2022","BGEM_Short_late","0","1",367.105729184055
"BGEM-0173-S","1332","32","7","1","1","HN","2022","BGEM_Short_late","0","1",367.105729184055
"BGEM-0173-S X Mo17","1534","34","11","1","1","HN","2022","Hybrid","0","2",444.730794954182
"BGEM-0173-S X Mo17","4515","15","11","4","2","HN","2022","Hybrid","0","1",444.730794954182
"BGEM-0174-N","1240","40","5","1","1","HN","2022","BGEM_Short_late","0","2",395.492655497135
"BGEM-0174-N","4053","3","2","4","2","HN","2022","BGEM_Short_late","0","2",395.492655497135
"BGEM-0174-N X B73","1423","23","9","1","1","HN","2022","Hybrid","0","1",455.46325792085
"BGEM-0174-N X B73","4419","19","9","4","2","HN","2022","Hybrid","0","1",455.46325792085
"BGEM-0175-S","1113","13","3","1","1","HN","2022","BGEM_Tall_late","0","1",352.302650495951
"BGEM-0175-S","4138","38","3","4","2","HN","2022","BGEM_Tall_late","0","1",352.302650495951
"BGEM-0175-S X Mo17","4580","30","12","4","2","HN","2022","Hybrid","1","1.5",441.681244974815
"BGEM-0175-S X Mo17","1498","48","10","1","1","HN","2022","Hybrid","0","1",441.681244974815
"BGEM-0177-S X Mo17","4589","39","12","4","2","HN","2022","Hybrid","0","1",465.901138763054
"BGEM-0177-S X Mo17","1461","11","10","1","1","HN","2022","Hybrid","0","2",465.901138763054
"BGEM-0178-S","1017","17","1","1","1","HN","2022","BGEM_Tall_late","0","2",442.470810855363
"BGEM-0178-S","4042","42","1","4","2","HN","2022","BGEM_Tall_late","0","1",442.470810855363
"BGEM-0178-S X Mo17","4571","21","12","4","2","HN","2022","Hybrid","0","1",488.016852095523
"BGEM-0178-S X Mo17","1570","20","12","1","1","HN","2022","Hybrid","0","1",488.016852095523
"BGEM-0179-S","1042","42","1","1","1","HN","2022","BGEM_Short_early","0","1",437.314086570079
"BGEM-0179-S","4205","5","5","4","2","HN","2022","BGEM_Short_early","0","1",437.314086570079
"BGEM-0179-S X Mo17","4527","27","11","4","2","HN","2022","Hybrid","0","2",469.478761074967
"BGEM-0179-S X Mo17","1484","34","10","1","1","HN","2022","Hybrid","0","2",469.478761074967
"BGEM-0180-S","1127","27","3","1","1","HN","2022","BGEM_Short_early","0","2",366.394927769195
"BGEM-0180-S","4265","15","6","4","2","HN","2022","BGEM_Short_early","0","1",366.394927769195
"BGEM-0180-S X Mo17","4561","11","12","4","2","HN","2022","Hybrid","0","1",445.44644014369
"BGEM-0180-S X Mo17","1582","32","12","1","1","HN","2022","Hybrid","0","1",445.44644014369
"BGEM-0181-N","4006","6","1","4","2","HN","2022","BGEM_Short_late","0","2",389.113593742672
"BGEM-0181-N","1193","43","4","1","1","HN","2022","BGEM_Short_late","0","2",389.113593742672
"BGEM-0181-N X B73","4449","49","9","4","2","HN","2022","Hybrid","0","1",454.13200003974
"BGEM-0181-N X B73","1435","35","9","1","1","HN","2022","Hybrid","0","1",454.13200003974
"BGEM-0182-N","1225","25","5","1","1","HN","2022","BGEM_Tall_early","0","1",361.156606405268
"BGEM-0182-N","4250","50","5","4","2","HN","2022","BGEM_Tall_early","0","2",361.156606405268
"BGEM-0182-N X B73","4386","36","8","4","2","HN","2022","Hybrid","0","1",487.299609511697
"BGEM-0182-N X B73","1404","4","9","1","1","HN","2022","Hybrid","0","1",487.299609511697
"BGEM-0183-N","4084","34","2","4","2","HN","2022","BGEM_Tall_late","0","2",326.860444419554
"BGEM-0183-N","1059","9","2","1","1","HN","2022","BGEM_Tall_late","0","2",326.860444419554
"BGEM-0183-N X B73","1428","28","9","1","1","HN","2022","Hybrid","0","2",447.806993817023
"BGEM-0183-N X B73","4405","5","9","4","2","HN","2022","Hybrid","0","1",447.806993817023
"BGEM-0184-N","1084","34","2","1","1","HN","2022","BGEM_Short_early","0","1",403.029428913905
"BGEM-0184-N","4222","22","5","4","2","HN","2022","BGEM_Short_early","0","1",403.029428913905
"BGEM-0184-N X B73","4377","27","8","4","2","HN","2022","Hybrid","0","1",519.256567422421
"BGEM-0184-N X B73","1437","37","9","1","1","HN","2022","Hybrid","0","1",519.256567422421
"BGEM-0185-N","1336","36","7","1","1","HN","2022","BGEM_Short_late","0","1",359.742174831189
"BGEM-0185-N","4124","24","3","4","2","HN","2022","BGEM_Short_late","0","1",359.742174831189
"BGEM-0185-N X B73","1413","13","9","1","1","HN","2022","Hybrid","0","2",501.744560621501
"BGEM-0185-N X B73","4415","15","9","4","2","HN","2022","Hybrid","0","2",501.744560621501
"BGEM-0186-S","1348","48","7","1","1","HN","2022","BGEM_Short_late","0","1",382.502540728237
"BGEM-0186-S","4161","11","4","4","2","HN","2022","BGEM_Short_late","0","2",382.502540728237
"BGEM-0187-S","4059","9","2","4","2","HN","2022","BGEM_Short_late","0","2",435.630591945494
"BGEM-0187-S","1246","46","5","1","1","HN","2022","BGEM_Short_late","0","2",435.630591945494
"BGEM-0187-S X Mo17","1503","3","11","1","1","HN","2022","Hybrid","0","2",482.681129554811
"BGEM-0187-S X Mo17","4594","44","12","4","2","HN","2022","Hybrid","0","1",482.681129554811
"BGEM-0188-S","4091","41","2","4","2","HN","2022","BGEM_Tall_late","0","1",423.99188059455
"BGEM-0188-S","1066","16","2","1","1","HN","2022","BGEM_Tall_late","0","2",423.99188059455
"BGEM-0188-S X Mo17","4502","2","11","4","2","HN","2022","Hybrid","0","2",484.849671519094
"BGEM-0188-S X Mo17","1562","12","12","1","1","HN","2022","Hybrid","0","1",484.849671519094
"BGEM-0189-S","1265","15","6","1","1","HN","2022","BGEM_Tall_early","0","1",328.267548162231
"BGEM-0189-S","4290","40","6","4","2","HN","2022","BGEM_Tall_early","0","2",328.267548162231
"BGEM-0189-S X Mo17","1532","32","11","1","1","HN","2022","Hybrid","0","2",408.859691131469
"BGEM-0189-S X Mo17","4532","32","11","4","2","HN","2022","Hybrid","0","2",408.859691131469
"BGEM-0190-N","4070","20","2","4","2","HN","2022","BGEM_Short_late","0","1",470.402879778709
"BGEM-0190-N","1282","32","6","1","1","HN","2022","BGEM_Short_late","0","2",470.402879778709
"BGEM-0191-N","4066","16","2","4","2","HN","2022","BGEM_Short_late","0","2",343.656641782015
"BGEM-0191-N","1278","28","6","1","1","HN","2022","BGEM_Short_late","0","2",343.656641782015
"BGEM-0191-N X B73","1387","37","8","1","1","HN","2022","Hybrid","0","2",420.500147935857
"BGEM-0191-N X B73","4355","5","8","4","2","HN","2022","Hybrid","0","2",420.500147935857
"BGEM-0192-N","4078","28","2","4","2","HN","2022","BGEM_Tall_late","0","2",307.890492345632
"BGEM-0192-N","1053","3","2","1","1","HN","2022","BGEM_Tall_late","0","2",307.890492345632
"BGEM-0193-N","1101","1","3","1","1","HN","2022","BGEM_Tall_late","0","1",315.402485118278
"BGEM-0193-N","4126","26","3","4","2","HN","2022","BGEM_Tall_late","0","1",315.402485118278
"BGEM-0194-N","1095","45","2","1","1","HN","2022","BGEM_Short_early","0","1",409.225076775896
"BGEM-0194-N X B73","4418","18","9","4","2","HN","2022","Hybrid","0","2",497.291651361793
"BGEM-0194-N X B73","1371","21","8","1","1","HN","2022","Hybrid","0","1",497.291651361793
"BGEM-0196-N","4088","38","2","4","2","HN","2022","BGEM_Tall_late","0","2",371.19643948918
"BGEM-0196-N","1063","13","2","1","1","HN","2022","BGEM_Tall_late","0","2",371.19643948918
"BGEM-0196-N X B73","1411","11","9","1","1","HN","2022","Hybrid","0","2",521.495623559748
"BGEM-0196-N X B73","4428","28","9","4","2","HN","2022","Hybrid","0","1",521.495623559748
"BGEM-0197-S","1100","50","2","1","1","HN","2022","BGEM_Short_early","0","1",470.691707354437
"BGEM-0197-S","4263","13","6","4","2","HN","2022","BGEM_Short_early","0","1",470.691707354437
"BGEM-0197-S X Mo17","1545","45","11","1","1","HN","2022","Hybrid","0","2",494.781268740758
"BGEM-0197-S X Mo17","4581","31","12","4","2","HN","2022","Hybrid","0","1",494.781268740758
"BGEM-0198-S","4192","42","4","4","2","HN","2022","BGEM_Tall_early","0","2",431.042776117838
"BGEM-0198-S","1167","17","4","1","1","HN","2022","BGEM_Tall_early","0","1",431.042776117838
"BGEM-0198-S X Mo17","1493","43","10","1","1","HN","2022","Hybrid","0","1",494.434769635566
"BGEM-0198-S X Mo17","4551","1","12","4","2","HN","2022","Hybrid","0","1",494.434769635566
"BGEM-0199-S","4235","35","5","4","2","HN","2022","BGEM_Tall_early","0","2",398.812021192182
"BGEM-0199-S","1210","10","5","1","1","HN","2022","BGEM_Tall_early","0","2",398.812021192182
"BGEM-0199-S X Mo17","4490","40","10","4","2","HN","2022","Hybrid","0","2",460.004090262735
"BGEM-0199-S X Mo17","1521","21","11","1","1","HN","2022","Hybrid","0","2",460.004090262735
"BGEM-0200-S","4104","4","3","4","2","HN","2022","BGEM_Short_late","0","2",411.395364019238
"BGEM-0200-S","1291","41","6","1","1","HN","2022","BGEM_Short_late","0","1",411.395364019238
"BGEM-0200-S X Mo17","4556","6","12","4","2","HN","2022","Hybrid","0","2",452.700492883767
"BGEM-0200-S X Mo17","1486","36","10","1","1","HN","2022","Hybrid","0","2",452.700492883767
"BGEM-0201-N","1271","21","6","1","1","HN","2022","BGEM_Tall_early","0","1",392.672638149572
"BGEM-0201-N","4296","46","6","4","2","HN","2022","BGEM_Tall_early","0","1",392.672638149572
"BGEM-0201-N X B73","1359","9","8","1","1","HN","2022","Hybrid","0","1",469.175325230908
"BGEM-0202-N","4315","15","7","4","2","HN","2022","BGEM_Short_early","0","2",400.367446180827
"BGEM-0202-N","1177","27","4","1","1","HN","2022","BGEM_Short_early","0","1",400.367446180827
"BGEM-0202-N X B73","1415","15","9","1","1","HN","2022","Hybrid","0","1",479.050615204206
"BGEM-0202-N X B73","4398","48","8","4","2","HN","2022","Hybrid","0","2",479.050615204206
"BGEM-0203-N","4221","21","5","4","2","HN","2022","BGEM_Short_early","0","1",372.369242181313
"BGEM-0203-N","1083","33","2","1","1","HN","2022","BGEM_Short_early","0","1",372.369242181313
"BGEM-0204-N","1005","5","1","1","1","HN","2022","BGEM_Tall_late","0","1",398.849205969624
"BGEM-0204-N","4030","30","1","4","2","HN","2022","BGEM_Tall_late","0","2",398.849205969624
"BGEM-0205-N","1260","10","6","1","1","HN","2022","BGEM_Tall_early","0","1",423.387983766564
"BGEM-0205-N","4285","35","6","4","2","HN","2022","BGEM_Tall_early","0","2",423.387983766564
"BGEM-0205-N X B73","1364","14","8","1","1","HN","2022","Hybrid","0","1",483.56520220616
"BGEM-0205-N X B73","4451","1","10","4","2","HN","2022","Hybrid","0","1",483.56520220616
"BGEM-0206-N","4198","48","4","4","2","HN","2022","BGEM_Tall_early","0","2",417.123460065933
"BGEM-0206-N","1173","23","4","1","1","HN","2022","BGEM_Tall_early","0","1",417.123460065933
"BGEM-0207-N","1178","28","4","1","1","HN","2022","BGEM_Short_early","0","2",459.146755724622
"BGEM-0207-N","4316","16","7","4","2","HN","2022","BGEM_Short_early","0","2",459.146755724622
"BGEM-0207-N X B73","4440","40","9","4","2","HN","2022","Hybrid","0","1",507.427176924958
"BGEM-0207-N X B73","1383","33","8","1","1","HN","2022","Hybrid","0","1",507.427176924958
"BGEM-0208-N","1157","7","4","1","1","HN","2022","BGEM_Tall_late","0","1",445.167923988539
"BGEM-0208-N","4182","32","4","4","2","HN","2022","BGEM_Tall_late","0","2",445.167923988539
"BGEM-0209-N","4330","30","7","4","2","HN","2022","BGEM_Tall_early","0","1",388.681271320518
"BGEM-0209-N","1305","5","7","1","1","HN","2022","BGEM_Tall_early","0","1",388.681271320518
"BGEM-0209-N X B73","1448","48","9","1","1","HN","2022","Hybrid","0","2",438.226147533847
"BGEM-0210-N","4039","39","1","4","2","HN","2022","BGEM_Tall_late","0","2",450.34515982522
"BGEM-0210-N","1014","14","1","1","1","HN","2022","BGEM_Tall_late","0","2",450.34515982522
"BGEM-0210-N X B73","1431","31","9","1","1","HN","2022","Hybrid","0","2",511.183321450822
"BGEM-0210-N X B73","4397","47","8","4","2","HN","2022","Hybrid","0","2",511.183321450822
"BGEM-0211-N","4079","29","2","4","2","HN","2022","BGEM_Tall_late","0","1",380.665199030754
"BGEM-0211-N","1054","4","2","1","1","HN","2022","BGEM_Tall_late","0","2",380.665199030754
"BGEM-0211-N X B73","1424","24","9","1","1","HN","2022","Hybrid","0","1",423.874747606864
"BGEM-0211-N X B73","4445","45","9","4","2","HN","2022","Hybrid","0","1",423.874747606864
"BGEM-0212-N","4337","37","7","4","2","HN","2022","BGEM_Tall_early","0","1",376.109223880011
"BGEM-0212-N","1312","12","7","1","1","HN","2022","BGEM_Tall_early","0","1",376.109223880011
"BGEM-0213-S","4085","35","2","4","2","HN","2022","BGEM_Tall_late","0","1",360.895585565122
"BGEM-0213-S","1060","10","2","1","1","HN","2022","BGEM_Tall_late","0","2",360.895585565122
"BGEM-0214-S","1043","43","1","1","1","HN","2022","BGEM_Short_early","0","1",437.502023831973
"BGEM-0214-S","4206","6","5","4","2","HN","2022","BGEM_Short_early","0","1",437.502023831973
"BGEM-0214-S X Mo17","1515","15","11","1","1","HN","2022","Hybrid","0","2",487.313718146448
"BGEM-0214-S X Mo17","4467","17","10","4","2","HN","2022","Hybrid","0","2",487.313718146448
"BGEM-0215-N","1307","7","7","1","1","HN","2022","BGEM_Tall_early","0","1",394.997028742647
"BGEM-0215-N","4332","32","7","4","2","HN","2022","BGEM_Tall_early","0","1",394.997028742647
"BGEM-0215-N X B73","4371","21","8","4","2","HN","2022","Hybrid","0","1",495.84425745216
"BGEM-0215-N X B73","1375","25","8","1","1","HN","2022","Hybrid","0","1",495.84425745216
"BGEM-0216-N","1345","45","7","1","1","HN","2022","BGEM_Short_late","0","1",380.116387889587
"BGEM-0216-N","4158","8","4","4","2","HN","2022","BGEM_Short_late","0","1",380.116387889587
"BGEM-0216-N X B73","1403","3","9","1","1","HN","2022","Hybrid","0","1",494.918949327813
"BGEM-0216-N X B73","4385","35","8","4","2","HN","2022","Hybrid","0","1",494.918949327813
"BGEM-0217-S","1223","23","5","1","1","HN","2022","BGEM_Tall_early","0","2",367.344760037068
"BGEM-0217-S","4248","48","5","4","2","HN","2022","BGEM_Tall_early","0","2",367.344760037068
"BGEM-0218-S","1327","27","7","1","1","HN","2022","BGEM_Short_late","0","1",430.029577707371
"BGEM-0218-S","4115","15","3","4","2","HN","2022","BGEM_Short_late","0","1",430.029577707371
"BGEM-0218-S X Mo17","4455","5","10","4","2","HN","2022","Hybrid","0","1",481.635835686056
"BGEM-0218-S X Mo17","1497","47","10","1","1","HN","2022","Hybrid","0","1",481.635835686056
"BGEM-0219-S","1136","36","3","1","1","HN","2022","BGEM_Short_early","0","2",466.701941965539
"BGEM-0219-S","4274","24","6","4","2","HN","2022","BGEM_Short_early","0","2",466.701941965539
"BGEM-0219-S X Mo17","1483","33","10","1","1","HN","2022","Hybrid","0","2",473.587101551042
"BGEM-0219-S X Mo17","4535","35","11","4","2","HN","2022","Hybrid","0","1",473.587101551042
"BGEM-0220-S","4010","10","1","4","2","HN","2022","BGEM_Short_late","0","2",413.40542576155
"BGEM-0220-S","1197","47","4","1","1","HN","2022","BGEM_Short_late","0","2",413.40542576155
"BGEM-0220-S X Mo17","4529","29","11","4","2","HN","2022","Hybrid","0","1",492.800795647423
"BGEM-0220-S X Mo17","1455","5","10","1","1","HN","2022","Hybrid","0","2",492.800795647423
"BGEM-0221-S","1031","31","1","1","1","HN","2022","BGEM_Short_early","0","2",455.507183659568
"BGEM-0221-S","4169","19","4","4","2","HN","2022","BGEM_Short_early","0","2",455.507183659568
"BGEM-0221-S X Mo17","1505","5","11","1","1","HN","2022","Hybrid","0","2",445.546480545732
"BGEM-0221-S X Mo17","4565","15","12","4","2","HN","2022","Hybrid","0","1",445.546480545732
"BGEM-0222-S","4210","10","5","4","2","HN","2022","BGEM_Short_early","0","2",382.975201585816
"BGEM-0222-S","1047","47","1","1","1","HN","2022","BGEM_Short_early","0","2",382.975201585816
"BGEM-0222-S X Mo17","4496","46","10","4","2","HN","2022","Hybrid","0","1",469.354168268825
"BGEM-0222-S X Mo17","1504","4","11","1","1","HN","2022","Hybrid","0","2",469.354168268825
